"Nome";"País";"Posição";"Clube";"Idade";"Salário";"Valor Venda";"Melhor Classificação";"Melhor Classificação Potencial";"ID Único"
"Gomes, Roberto";"Brasil";"Def E, MA E, PL";"Águia Negra";"16";"30";"0";"42.4% (DL)";"62.8% (Pnt)";"2002159829"
"Gomes, Rodrigo";"Brasil";"Def DE";"São Francisco (RR)";"15";"40";"0";"39.1% (DL)";"50.7% (DL)";"2002162228"
"Gomes, Salvador";"Portugal";"GR";"Portimonense";"19";"550";"595.970";"72.0% (GR)";"72.0% (GR)";"2000146565"
"Gomes, Tassiano";"Brasil";"Def/Ala D";"Carapebus";"16";"30";"0";"44.6% (DL)";"67.8% (DL)";"2002161349"
"Gomes, Vinicius";"Brasil";"Def C";"SM Caen";"26";"420";"16.680";"62.2% (DC)";"63.9% (DC)";"2000031807"
"Gomes, Wellerson";"Brasil";"MA D";"Ypiranga (RS)";"16";"40";"0";"52.4% (Pnt)";"60.0% (Pnt)";"2002158019"
"Gómez, Alejandro";"Argentina / Itália";"MA EC, Av C";"Padova";"36";"2.650";"156.741.470";"78.7% (MA)";"78.7% (MA)";"955978"
"Gómez, Carlos";"Perú";"Def C, MD";"Universitario";"16";"60";"384.730";"58.5% (MD)";"73.2% (MD)";"2002156736"
"Gómez, Carlos Andrés";"Colômbia";"MA DE";"Vasco";"22";"2.780";"5.735.930";"70.7% (Pnt)";"78.6% (Pnt)";"2000148761"
"Gómez, Gustavo";"Paraguai / Brasil";"Def C";"Palmeiras";"31";"22.180";"22.808.750";"80.9% (DC)";"80.9% (DC)";"79010306"
"Gomez, Joe";"Inglaterra / Gâmbia";"Def DEC";"Liverpool";"27";"95.000";"19.259.740";"81.2% (DL)";"85.5% (DL)";"29115800"
"Gomez, Márcio";"Brasil";"Def C";"Itauçu";"16";"30";"0";"41.6% (DC)";"61.4% (DC)";"2002162029"
"Gómez, Maximiliano";"Uruguai";"PL";"Nacional";"28";"19.880";"14.514.380";"83.1% (PLA)";"86.4% (PLA)";"78078886"
"Gomez, Quion";"Aruba";"MA C";"RCA";"16";"40";"0";"49.0% (MA)";"59.4% (MA)";"2002152287"
"Gómez, Sebastián";"Colômbia";"MD";"Coritiba";"28";"7.990";"2.532.160";"73.0% (M)";"76.5% (M)";"76046577"
"Gómez, Sergio";"Espanha";"Def/Ala E, MA DE";"Real Sociedad";"24";"13.680";"42.469.540";"78.8% (Pnt)";"82.3% (Pnt)";"67258414"
"Gomide, Gustavo";"Brasil";"MA DE";"Santos de Tereré";"16";"30";"0";"38.9% (Pnt)";"46.7% (Pnt)";"2002161163"
"Gomyde, Murilo";"Brasil";"GR";"CSE";"16";"40";"0";"41.2% (GR)";"70.2% (GR)";"2002158560"
"Gonçalves";"Brasil";"Def C";"Persela";"28";"860";"9.450";"56.8% (DC)";"56.8% (DC)";"19348489"
"Gonçalves";"Brasil";"MA C";"União Frederiquense";"23";"120";"0";"62.8% (MA)";"68.0% (MA)";"19404442"
"Gonçalves";"Brasil";"GR";"Ceará";"15";"40";"8.160";"55.5% (GR)";"79.5% (GR)";"2002157118"
"Gonçalves";"Brasil";"MA DE, PL";"Ferroviário (CE)";"16";"40";"0";"47.9% (PLR)";"55.7% (PLR)";"2002157270"
"Gonçalves";"Brasil";"MD";"Estância Velha";"16";"30";"0";"47.0% (M)";"70.3% (M)";"2002160858"
"Gonçalves";"Brasil";"PL";"Canto do Rio";"16";"30";"0";"44.2% (PLR)";"57.5% (PLR)";"2002161047"
"Gonçalves";"Brasil";"Def EC";"-";"16";"0";"0";"41.2% (DL)";"59.3% (DL)";"2002162306"
"Gonçalves Nogueira, Vagner";"Brasil / França";"MA D";"Pyunik";"28";"600";"31.020";"68.7% (Pnt)";"71.3% (Pnt)";"48036746"
"Gonçalves, Adavílson";"Brasil";"MA C";"Juventude";"16";"30";"0";"46.0% (MA)";"54.5% (MA)";"2002157020"
"Gonçalves, Alyson";"Brasil";"MA D, PL";"União Rondonópolis";"15";"40";"0";"42.4% (PLR)";"65.6% (PLR)";"2002158479"
"Gonçalves, André";"Brasil";"MA DC, Av C";"Tocantinópolis";"16";"30";"0";"45.7% (PLR)";"68.6% (PLR)";"2002158736"
"Gonçalves, André";"Brasil";"GR";"Ação";"16";"30";"0";"42.7% (GR)";"67.9% (GR)";"2002161837"
"Gonçalves, Auriberto";"Brasil";"Def DC";"Santo André";"16";"40";"0";"50.4% (DL)";"72.9% (DL)";"2002157428"
"Gonçalves, Bruno";"Brasil";"MA DC";"Carajás";"16";"30";"0";"38.1% (Pnt)";"55.8% (Pnt)";"2002159751"
"Gonçalves, Francisco";"Brasil";"GR";"Pelotas";"16";"30";"0";"44.4% (GR)";"56.4% (GR)";"2002159214"
"Gonçalves, Higor";"Brasil";"GR";"Atlético Tubarão";"16";"40";"0";"48.7% (GR)";"49.8% (GR)";"2002160113"
"Gonçalves, Jurandir";"Brasil";"GR";"Vitória (ES)";"16";"30";"0";"46.3% (GR)";"71.5% (GR)";"2002159667"
"Gonçalves, Lenilton";"Brasil";"GR";"Guarany (SE)";"16";"30";"0";"36.6% (GR)";"44.8% (GR)";"2002159880"
"Gonçalves, Marcos";"Brasil";"GR";"Vitória da Conquista";"16";"40";"0";"43.7% (GR)";"66.5% (GR)";"2002159692"
"Gonçalves, Pedro";"Portugal";"MA DEC, Av C";"Sporting CP";"26";"26.080";"74.655.780";"85.6% (PLR)";"85.6% (PLR)";"29192705"
"Gonçalves, Rafael";"Brasil";"MA E";"Pirapora";"16";"70";"0";"49.2% (Pnt)";"60.7% (Pnt)";"2002129546"
"Gonçalves, Rafael";"Brasil";"Def C, M C";"Nova Iguaçu";"16";"40";"0";"52.4% (DC)";"53.3% (DC)";"2002157915"
"Gonçalves, Rafael";"Brasil";"Def/Ala/M E";"Belenense (PA)";"16";"30";"0";"41.7% (DL)";"57.6% (DL)";"2002162116"
"Gonçalves, Sandro";"Brasil";"Def D, MD";"Alvorada (TO)";"16";"40";"0";"43.1% (DL)";"72.2% (DL)";"2002161427"
"Gonzaga, Renan";"Brasil";"MA DC, Av C";"Sport";"16";"40";"87.310";"54.8% (PLR)";"77.0% (PLR)";"2002156846"
"Gonzáles, Christofer";"Perú";"MA DEC";"Alianza";"32";"5.280";"269.566.080";"71.9% (Pnt)";"72.6% (Pnt)";"77028269"
"González, Daniel";"Chile";"Def DC";"Univ. Católica";"22";"3.290";"2.913.650";"74.4% (DC)";"78.1% (DC)";"75055240"
"Gonzalez, Derlis";"Paraguai";"MA DEC, Av C";"Olimpia";"30";"9.520";"83.480";"74.4% (Pnt)";"78.1% (Pnt)";"79011415"
"González, Gastón";"Argentina";"Def/Ala D";"Glória";"23";"70";"0";"66.5% (DL)";"73.5% (DL)";"2000096564"
"González, Giovanni";"Uruguai / Itália";"Def/Ala DE, M D";"Krasnodar";"30";"36.880";"18.775.830";"74.3% (DL)";"74.3% (DL)";"78071163"
"González, Guillermo";"Paraguai";"Def EC";"Nacional (PAR)";"16";"60";"1.915.170";"62.7% (DL)";"75.5% (DL)";"2002156820"
"González, Hugo";"México";"GR";"Toluca";"34";"12.310";"995.760";"76.6% (GR)";"76.6% (GR)";"5666269"
"González, Nicolás";"Argentina / Itália";"MA DE, PL";"Juventus";"26";"105.300";"97.597.390";"81.2% (Pnt)";"83.8% (Pnt)";"14181375"
"Gonzalo";"Brasil";"PL";"Busan";"24";"1.000";"20.290";"67.3% (PLA)";"69.7% (PLA)";"19387663"
"Gordo";"Brasil";"MA DC, Av C";"Tocantins de Miracema";"34";"50";"0";"63.2% (Pnt)";"63.2% (Pnt)";"19157002"
"Gordon, Anthony";"Inglaterra / Irlanda / Escócia";"MA DEC, Av C";"Newcastle";"23";"44.750";"141.123.070";"76.8% (Pnt)";"79.5% (Pnt)";"28116386"
"Goretzka, Leon";"Alemanha";"MD, MA C";"FC Bayern";"29";"231.480";"234.973.950";"86.7% (M)";"88.6% (M)";"91104807"
"Gorgoroso, Yonathan";"Uruguai";"Def/Ala E, MD, M EC";"Juventud de Las Piedras";"30";"370";"0";"62.3% (DL)";"63.9% (DL)";"83118905"
"Gosens, Robin";"Alemanha / Holanda";"Def/Ala/M E";"Fiorentina";"30";"83.060";"37.715.290";"80.9% (Pnt)";"83.6% (Pnt)";"37041773"
"Gosling, Elismário";"Brasil";"Def C, MD";"América (CE)";"16";"40";"0";"42.7% (DC)";"68.5% (DC)";"2002161911"
"Gosling, Fransérgio";"Brasil";"Def DC";"Andradina";"15";"40";"0";"48.0% (DL)";"65.5% (DL)";"2002160840"
"Gott";"Brasil / Alemanha";"GR";"Novo Hamburgo";"33";"780";"0";"67.3% (GR)";"67.3% (GR)";"19118854"
"Götze, Mario";"Alemanha";"MA C";"Eintracht Frankfurt";"32";"53.880";"300.000.000";"83.3% (Pnt)";"83.8% (Pnt)";"35017438"
"Gouiri, Amine";"França / Argélia";"MA E, PL";"OM";"24";"57.410";"95.205.510";"82.7% (Pnt)";"85.3% (Pnt)";"48044735"
"Goulart, Diogo Augusto";"Brasil";"MD";"Cariri";"16";"30";"0";"48.7% (M)";"74.0% (M)";"2002161740"
"Goulart, Manoel";"Brasil";"MA C";"Pires do Rio";"16";"30";"0";"36.1% (M)";"52.3% (M)";"2002161503"
"Goulart, Róbson";"Brasil";"MA D, PL";"Paranoá";"16";"40";"0";"43.2% (Pnt)";"68.1% (Pnt)";"2002159930"
"Goularte Santos, Paulo";"Brasil";"Def/Ala E";"Juventus Jaraguá";"16";"30";"0";"47.4% (DL)";"54.3% (DL)";"2002160178"
"Gouveia, Tiago";"Portugal";"MA DE";"Benfica";"23";"18.620";"32.578.000";"81.0% (Pnt)";"82.1% (Pnt)";"83228377"
"Govea, Omar";"México";"MD";"Chivas";"28";"5.160";"337.450";"69.3% (M)";"73.6% (M)";"51040956"
"Grabara, Kamil";"Polônia ";"GR";"Hertha Berlin";"25";"36.590";"3.352.340";"77.8% (GR)";"82.8% (GR)";"96085886"
"Gradel, Max";"Costa do Marfim / França";"MA DEC";"Roma";"37";"61.760";"1.217.060";"77.3% (Pnt)";"77.3% (Pnt)";"29001331"
"Grafite";"Brasil";"MA DC";"Bahia de Feira";"30";"70";"0";"65.8% (Pnt)";"69.3% (Pnt)";"19315311"
"Grajeda, Daniel";"Guatemala";"Def E, MD";"-";"16";"0";"0";"42.6% (M)";"66.4% (DL)";"2002153727"
"Granado, Cleiton";"Brasil";"MA DC";"Cametá";"16";"30";"0";"33.6% (Pnt)";"50.0% (MA)";"2002158904"
"Granado, Leonardo";"Brasil / Itália";"PL";"Sansovino";"30";"0";"0";"62.4% (PLA)";"66.7% (PLA)";"47056981"
"Granado, Vagson";"Brasil";"MA C";"Ituano";"16";"40";"0";"56.5% (MA)";"74.4% (MA)";"2002157312"
"Granado, Wágner";"Brasil";"Def DC, MD";"Forte Rio Bananal";"16";"40";"0";"44.3% (DC)";"64.9% (DC)";"2002161877"
"Grance, Brayan";"Paraguai";"MD";"Olimpia";"19";"100";"426.000";"56.6% (M)";"60.6% (M)";"2002057478"
"Granchi, Emílio";"Brasil";"Def C, MD";"Atlético Goianiense";"16";"40";"0";"48.2% (DC)";"68.2% (MD)";"2002157531"
"Granville, Roderick";"Jamaica";"PL";"-";"22";"0";"0";"53.1% (PLR)";"59.2% (PLR)";"2000170137"
"Grasson";"Brasil";"Def DC";"São Bento (SP)";"30";"690";"1.420";"66.4% (DC)";"67.7% (DC)";"19297057"
"Grava, Roberto";"Brasil";"Def C";"Santos (AP)";"16";"30";"0";"44.5% (DC)";"64.9% (DC)";"2002160656"
"Gravenberch, Ryan";"Holanda / Suriname";"MD, MA C";"Liverpool";"22";"46.370";"80.106.720";"78.9% (Pnt)";"83.9% (Pnt)";"37071197"
"Graxa";"Brasil";"MD";"Paranavaí";"31";"410";"0";"61.3% (MD)";"63.2% (MD)";"19215512"
"Gray, Archie";"Inglaterra / Escócia";"M C";"Tottenham";"18";"2.430";"105.057.590";"71.9% (M)";"90.9% (M)";"2000182795"
"Gray, Tayvon";"E.U.A. / Jamaica / Inglaterra";"Def DC, MD";"NYCFC";"22";"5.050";"4.637.960";"70.2% (DL)";"72.3% (DL)";"72056225"
"Grbic, Ivo";"Croácia";"GR";"Atlético Madrid";"28";"20.840";"8.876.670";"79.3% (GR)";"83.2% (GR)";"24039943"
"Grealish, Jack";"Inglaterra / Irlanda";"MA DEC";"Everton";"29";"270.000";"282.676.030";"87.7% (Pnt)";"90.4% (Pnt)";"28067800"
"Grecco, Flávio";"Brasil";"MD";"Tapajós (PA)";"16";"40";"0";"49.2% (MD)";"72.2% (MD)";"2002160541"
"Grecco, Heitor";"Brasil";"MD";"Brasil de Pelotas";"16";"40";"0";"47.4% (M)";"47.4% (M)";"2002157755"
"Grecco, Thalison";"Brasil";"GR";"Macau";"16";"40";"0";"39.4% (GR)";"50.4% (GR)";"2002162230"
"Greenidge, Nigel";"Granada";"M DC, PL";"-";"15";"0";"0";"47.3% (PLA)";"62.1% (PLR)";"2002158948"
"Greenwood, Sam";"Inglaterra";"MA DEC, Av C";"Newcastle";"22";"49.250";"26.665.400";"75.6% (PLR)";"80.0% (PLR)";"28122040"
"Gregolin, Washington";"Brasil";"MD, M DC";"Mirassol";"16";"30";"0";"53.3% (M)";"59.4% (M)";"2002157114"
"Gregore";"Brasil";"MD";"Al-Rayyan";"30";"40.130";"3.864.320";"74.9% (MD)";"74.9% (MD)";"19338111"
"Gregoritsch, Michael";"Áustria";"MA DC, Av C";"Philadelphia";"30";"46.090";"5.002.860";"75.7% (PLA)";"78.2% (PLA)";"16045723"
"Gregory";"Brasil";"MA EC";"Anapolina";"23";"1.750";"20.980";"67.7% (Pnt)";"73.9% (Pnt)";"19376070"
"Gregory";"Brasil";"PL";"Kelantan Utd";"28";"310";"6.030";"62.5% (PLR)";"67.9% (PLR)";"2000135502"
"Greif, Dominik";"Eslováquia";"GR";"OL";"27";"39.060";"4.546.960";"80.3% (GR)";"84.2% (GR)";"63029157"
"Griezmann, Antoine";"França / Portugal / País Basco";"MA DEC, Av C";"Atlético Madrid";"33";"231.480";"300.000.000";"86.5% (Pnt)";"86.5% (Pnt)";"67086656"
"Griffiths, Neil";"Gibraltar";"Def DEC";"-";"16";"0";"0";"45.5% (DC)";"63.8% (DC)";"2002153752"
"Grifo, Vincenzo";"Itália / Alemanha";"MA DEC";"SC Freiburg";"31";"16.580";"300.000.000";"81.2% (Pnt)";"81.9% (Pnt)";"91105243"
"Grígor";"Brasil";"Def C, MD";"Ituano";"23";"250";"2.340";"61.5% (DC)";"63.4% (DC)";"2000030000"
"Grijo Nagy Bom, Yuri";"Brasil / Áustria";"MA E, PL";"Gersthofer SV";"25";"130";"0";"62.8% (PLR)";"68.3% (PLR)";"16254305"
"Grijó, Vilson";"Brasil";"Ala E, MA EC";"Vitória";"16";"30";"56.710";"55.3% (Pnt)";"78.5% (Pnt)";"2002156795"
"Grimaldo, Álex";"Espanha";"Def/Ala/M E";"Bayer 04";"29";"41.480";"101.388.530";"84.1% (Pnt)";"85.1% (Pnt)";"67153376"
"Grimwade, Heze";"Inglaterra";"MA DEC";"Chelsea";"16";"180";"54.191.380";"62.1% (Pnt)";"91.6% (Pnt)";"2002099468"
"Grinspun, Gladstone";"Brasil";"MA D, PL";"Flamengo de Guanambi";"16";"30";"0";"54.6% (Pnt)";"74.4% (Pnt)";"2002161718"
"Groisman, Gabriel";"Brasil";"Def/Ala D, M C";"Guarani";"16";"30";"0";"50.5% (DL)";"65.3% (DL)";"2002157143"
"Groisman, Rodrigo";"Brasil";"MA DC";"Macapá";"16";"30";"0";"51.0% (Pnt)";"76.3% (Pnt)";"2002161624"
"Gruezo, Carlos";"Equador";"Def D, MD";"Portland";"29";"53.160";"7.701.730";"74.0% (DL)";"76.0% (DL)";"86029647"
"Grujic, Marko";"Sérvia";"MD";"Porto";"28";"41.210";"13.296.820";"78.7% (M)";"80.5% (M)";"62085429"
"Grüll, Marco";"Áustria";"MA DEC, Av C";"SV Werder";"26";"13.730";"2.465.520";"70.9% (Pnt)";"75.5% (Pnt)";"16195163"
"Gu Zhiwei";"China";"MA C";"Shandong";"20";"240";"0";"45.4% (MA)";"46.5% (MA)";"2000247101"
"Guaita, Vicente";"Espanha";"GR";"Al-Arabi";"37";"119.330";"169.016.740";"82.0% (GR)";"82.0% (GR)";"1510602"
"Gualberto";"Brasil";"Def C, MD";"Jequié";"34";"900";"1.480";"63.9% (DC)";"63.9% (DC)";"19010529"
"Guálter";"Brasil";"MA E";"Portuguesa (RJ)";"16";"40";"0";"46.0% (Pnt)";"56.1% (Pnt)";"2002158461"
"Guálter";"Brasil";"MA DE, PL";"Luziânia";"16";"40";"0";"50.0% (PLR)";"69.6% (PLR)";"2002160129"
"Guaraná";"Brasil";"MA D";"Linhares";"16";"30";"0";"45.0% (Pnt)";"71.0% (Pnt)";"2002160594"
"Guardiola, Juliano";"Brasil";"Def EC";"CFZ (DF)";"16";"30";"0";"40.7% (DC)";"61.2% (DL)";"2002159923"
"Gudelj, Nemanja";"Sérvia / Holanda / Bósnia";"Def C, MD";"Sevilla";"33";"58.310";"4.196.550";"76.4% (M)";"76.4% (M)";"62013805"
"Gudiño, Raúl";"México";"GR";"Chivas";"28";"13.180";"2.462.250";"77.8% (GR)";"77.8% (GR)";"51043662"
"Guðmundsson, Albert";"Islândia";"MA DEC";"Fiorentina";"27";"20.930";"3.013.300";"75.9% (Pnt)";"77.7% (Pnt)";"37050603"
"Guðmundsson, Jóhann Berg";"Islândia";"MA DE";"Al-Dhafra";"34";"10.310";"154.933.780";"76.1% (Pnt)";"76.1% (Pnt)";"39007034"
"Guedes";"Brasil";"MD";"Caxias";"25";"610";"1.160";"66.3% (M)";"72.1% (M)";"19323511"
"Guedes, Alex";"Brasil";"Def C, MD";"-";"16";"0";"0";"51.0% (DC)";"63.8% (DC)";"2002162314"
"Guedes, Alisson";"Brasil";"MD, M DC";"Ipanema";"16";"30";"0";"48.8% (Pnt)";"67.5% (Pnt)";"2002161983"
"Guedes, Gonçalo";"Portugal";"MA DEC, Av C";"Real Sociedad";"28";"70.890";"110.135.800";"78.2% (Pnt)";"80.1% (Pnt)";"55041710"
"Guéhi, Marc";"Inglaterra / Costa do Marfim";"Def C";"Crystal Palace";"24";"45.000";"89.814.420";"77.5% (DC)";"83.7% (DL)";"28108033"
"Guendouzi, Matteo";"França";"MD, MA C";"Lazio";"25";"51.980";"80.244.180";"83.7% (M)";"86.8% (M)";"48037391"
"Guerra Bueno, Marcelo";"Brasil";"Def C";"Dom Bosco";"16";"30";"0";"52.3% (DC)";"68.1% (DC)";"2002160475"
"Guerra, Denilson";"Colômbia";"Def C";"Flamengo (SP)";"22";"120";"1.720";"62.0% (DC)";"69.4% (DC)";"2000111412"
"Guerra, Franklin";"Equador";"Def C";"Liga de Quito";"32";"5.720";"136.130.610";"72.6% (DC)";"72.6% (DC)";"86015715"
"Guerreiro, Raphaël";"Portugal / França";"Def/Ala E, MD";"FC Bayern";"30";"61.320";"16.562.780";"82.2% (Pnt)";"87.4% (Pnt)";"85045409"
"Guerreiro, Vavá";"Brasil";"PL";"Itabaiana";"26";"690";"840";"66.6% (PLR)";"69.6% (PLR)";"2000052297"
"Guerrero, Julen Jon";"Espanha / País Basco";"MA C";"Zaragoza";"20";"3.460";"3.863.340";"72.6% (MA)";"89.0% (MA)";"2000126492"
"Guerrero, Mario";"Colômbia";"MD";"-";"25";"0";"0";"52.6% (M)";"64.4% (M)";"19352196"
"Guerrero, Paolo";"Perú";"PL";"Alianza";"40";"2.420";"0";"73.1% (PLA)";"73.1% (PLA)";"5290748"
"Gueye, Idrissa";"Senegal";"MD";"Everton";"35";"130.000";"300.000.000";"78.2% (MD)";"78.2% (MD)";"85032335"
"Gueye, Pape";"Senegal / França";"MD";"Villarreal";"25";"6.900";"4.726.870";"74.9% (MD)";"78.3% (MD)";"48043484"
"Guga";"Brasil";"Def D, MD";"Jequié";"35";"50";"0";"60.4% (DL)";"60.4% (DL)";"19253056"
"Guga";"Brasil / Portugal";"Def/Ala D";"Fluminense";"26";"9.620";"2.482.000";"76.4% (DL)";"78.9% (DL)";"19266494"
"Guga";"Brasil";"MD";"America (RJ)";"24";"390";"0";"60.0% (MD)";"64.2% (MD)";"19382197"
"Guga";"Brasil / Portugal";"GR";"U. Micaelense";"38";"0";"0";"64.6% (GR)";"64.6% (GR)";"55014412"
"Guga";"Brasil / Portugal";"MA DE";"Metropolitano (SC)";"25";"150";"0";"64.0% (Pnt)";"68.9% (Pnt)";"2000032342"
"Guga";"Brasil";"MD";"Santa Cruz de Natal";"24";"450";"0";"61.1% (M)";"62.6% (M)";"2000102256"
"Guga";"Brasil";"M C";"Grêmio";"18";"750";"439.150";"59.7% (M)";"75.6% (M)";"2002052656"
"Guga";"Brasil";"Def/M E";"Pombal EC";"16";"30";"0";"46.3% (DL)";"71.6% (DL)";"2002160797"
"Guga";"Brasil";"Def EC, MD";"Paraense";"16";"30";"0";"48.9% (DC)";"74.2% (DC)";"2002161295"
"Guga Maia";"Brasil";"MA C";"Vasco";"19";"480";"134.850";"60.2% (MA)";"73.4% (MA)";"2000137092"
"Guglielmetti, Thiago";"Brasil";"MA DE";"Monsoon";"16";"40";"0";"49.6% (Pnt)";"77.7% (Pnt)";"2002159800"
"Gugu";"Brasil";"PL";"Rio Branco (PR)";"28";"700";"0";"63.2% (PLR)";"66.7% (PLR)";"19285812"
"Guguinha";"Brasil";"GR";"Concórdia";"16";"40";"0";"40.5% (GR)";"55.4% (GR)";"2002158492"
"Gui";"Brasil / Portugal";"PL";"Juventus Jaraguá";"24";"170";"980";"63.8% (PLR)";"69.9% (PLR)";"2000038003"
"Gui";"Brasil";"MA C";"Tupynambás";"26";"50";"0";"62.0% (MA)";"67.0% (MA)";"2000134334"
"Gui";"Brasil";"MA C";"Oeste Barueri";"22";"50";"0";"54.9% (MA)";"56.5% (MA)";"2000134974"
"Gui";"Brasil / Espanha";"MA/Av C";"Altos (PI)";"16";"40";"6.400";"51.9% (PLR)";"79.2% (PLR)";"2002158389"
"Gui";"Brasil";"MD, M DC";"Tocantinópolis";"16";"40";"0";"39.3% (M)";"47.0% (M)";"2002158742"
"Gui";"Brasil / Portugal";"MD";"Agrimaq";"16";"30";"0";"41.5% (MD)";"68.1% (MD)";"2002160784"
"Gui";"Brasil";"MD, MA C";"Pacatuba";"16";"30";"0";"42.1% (M)";"66.7% (M)";"2002161596"
"Gui Azevedo";"Brasil";"MA DE, PL";"América (RN)";"23";"1.240";"22.080";"67.1% (Pnt)";"73.3% (Pnt)";"19382571"
"Gui Campana";"Brasil";"MA C";"XV de Piracicaba";"29";"880";"1.840";"63.9% (MA)";"67.2% (MA)";"2000101332"
"Gui França";"Brasil";"Def/Ala E";"Jabaquara";"19";"110";"0";"55.0% (DL)";"59.0% (DL)";"2000091023"
"Gui Lobo";"Brasil";"MA C";"Criciúma";"25";"150";"0";"61.5% (MA)";"67.6% (MA)";"2000050252"
"Gui Marques";"Brasil";"MA EC";"Rio Branco (SP)";"23";"60";"0";"60.2% (Pnt)";"62.1% (Pnt)";"2002052824"
"Gui Sales";"Brasil";"PL";"Athletic Club (MG)";"24";"490";"0";"64.0% (PLR)";"69.4% (PLR)";"2000087019"
"Gui Silveira";"Brasil";"Def C, MD";"Mirassol";"20";"50";"0";"52.6% (M)";"58.6% (M)";"2002070050"
"Gui Vieira";"Brasil";"Def/Ala/M E";"Gaúcho";"23";"300";"0";"66.0% (DL)";"68.6% (DL)";"2000067222"
"Guida";"Brasil";"PL";"Central (PE)";"25";"780";"1.860";"64.5% (PLA)";"70.2% (PLA)";"19382050"
"Guidio";"Brasil";"MD";"Iguatu";"34";"220";"0";"57.3% (MD)";"57.3% (MD)";"19229588"
"Guido";"Brasil";"Def/M E";"Itaperuna";"16";"30";"0";"36.8% (DL)";"64.6% (DL)";"2002161669"
"Guido";"Brasil";"Ala E, MD";"XV de Indaial";"16";"30";"0";"48.5% (M)";"73.5% (M)";"2002162042"
"Guila";"Brasil";"MA C";"Real Noroeste";"24";"220";"0";"62.0% (M)";"63.1% (M)";"2000006210"
"Guilavogui, Josuha";"França / Guiné";"Def C, MD";"Villarreal";"34";"34.150";"1.393.360";"75.9% (DC)";"75.9% (DC)";"34009731"
"Guilheiro, Diego";"Brasil";"MA D, PL";"Confiança de Sapé";"16";"30";"0";"46.0% (Pnt)";"74.1% (Pnt)";"2002161600"
"Guilherme";"Brasil / Itália";"MD";"Al-Sadd";"33";"99.180";"300.000.000";"77.1% (MD)";"77.1% (MD)";"19105719"
"Guilherme";"Brasil";"Def/Ala E";"Tuna Luso";"33";"60";"0";"61.5% (DL)";"61.5% (DL)";"19152300"
"Guilherme";"Brasil";"Def/Ala E";"Capital (TO)";"28";"130";"0";"58.9% (DL)";"60.3% (DL)";"19242478"
"Guilherme";"Brasil";"GR";"Maringá";"29";"360";"0";"65.3% (GR)";"68.2% (GR)";"19255926"
"Guilherme";"Brasil";"MA DE, PL";"Santos";"29";"8.360";"516.590";"72.4% (Pnt)";"74.0% (Pnt)";"19259602"
"Guilherme";"Brasil";"Def/Ala D";"IAPE FC";"27";"50";"0";"63.2% (DL)";"65.7% (DL)";"19297059"
"Guilherme";"Brasil";"GR";"Vila Nova (GO)";"25";"290";"3.630";"69.3% (GR)";"75.9% (GR)";"19352605"
"Guilherme";"Brasil";"Def C";"Brasil de Pelotas";"25";"90";"0";"60.7% (DC)";"62.9% (DC)";"19352674"
"Guilherme";"Brasil";"Def E";"Bangu";"31";"50";"0";"61.8% (DL)";"63.3% (DL)";"19390862"
"Guilherme";"Brasil";"PL";"Passo Fundo";"23";"240";"0";"63.7% (PLR)";"68.8% (PLR)";"19404352"
"Guilherme";"Brasil";"MA DEC";"Changchun";"33";"14.470";"1.083.280";"72.9% (MA)";"72.9% (MA)";"55024926"
"Guilherme";"Brasil / Portugal";"Def/Ala/M E";"Konyaspor";"34";"15.540";"300.000.000";"74.1% (DL)";"74.1% (DL)";"57089698"
"Guilherme";"Brasil / Portugal";"MA E";"Pombal";"29";"0";"0";"62.8% (Pnt)";"65.8% (Pnt)";"83312015"
"Guilherme";"Brasil";"MD, MA C";"Amapá";"31";"50";"0";"62.4% (M)";"64.4% (M)";"2000014459"
"Guilherme";"Brasil";"Def/Ala E, MD";"RB Bragantino";"22";"970";"12.410";"63.9% (DL)";"71.1% (DL)";"2000027008"
"Guilherme";"Brasil";"GR";"Trindade";"25";"290";"0";"66.6% (GR)";"66.6% (GR)";"2000027292"
"Guilherme";"Brasil";"Def C";"Farroupilha";"22";"240";"0";"54.3% (DC)";"57.4% (DC)";"2000027743"
"Guilherme";"Brasil";"Def C";"Londrina";"24";"180";"3.260";"64.0% (DC)";"69.2% (DC)";"2000030003"
"Guilherme";"Brasil";"Def DC";"-";"24";"0";"0";"58.9% (DL)";"69.7% (DL)";"2000034993"
"Guilherme";"Brasil";"Def C";"Académica";"24";"290";"10.760";"61.7% (DC)";"61.7% (DC)";"2000053107"
"Guilherme";"Brasil";"PL";"Linhares";"25";"50";"0";"65.1% (PLR)";"69.5% (PLR)";"2000064402"
"Guilherme";"Brasil";"PL";"Interporto";"22";"310";"0";"60.0% (PLR)";"64.3% (PLR)";"2000100368"
"Guilherme";"Brasil";"MA DC";"Baraúnas";"24";"50";"0";"63.5% (Pnt)";"67.1% (Pnt)";"2000118253"
"Guilherme";"Brasil";"MA/Av C";"Tupã";"23";"50";"0";"56.7% (PLR)";"66.6% (PLR)";"2000127581"
"Guilherme";"Brasil";"Def C";"Freipaulistano";"22";"260";"0";"60.8% (DC)";"65.2% (DC)";"2000134412"
"Guilherme";"Brasil";"Def/Ala D";"Desportivo Brasil";"19";"50";"0";"62.8% (DL)";"67.7% (DL)";"2000159840"
